## miComplete
## v1.1.1
## Weights:	/home/agrega/micomplete/lib/python3.8/site-packages/micomplete/share/Bact105.weights
## Weights Standard deviation:	0.13917826966028532
Name	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	
GCF_0048036351_ASM480363v1_genomic	4173824	56.8	104	0.9905	1.0096	0.9918	1.0008	75	179656	9	54627	27	3670	
GCF_0044029751_ASM440297v1_genomic	10263517	61.57	105	1.0000	1.0667	1.0	1.0821	8	3862781	2	870380	4	9289	
GCF_0048332851_ASM483328v1_genomic	3974686	53.96	103	0.9810	1.0000	0.9802	1.0	76	158719	7	44232	26	3565	
GCF_0049121351_ASM491213v1_genomic	4977406	61.64	104	0.9905	1.0385	0.9998	1.0189	86	288344	6	46371	20	4884	
GCF_0049121651_ASM491216v1_genomic	4385529	60.4	105	1.0000	1.0095	1.0	1.0121	23	545072	3	256943	7	4177	
GCF_0051450451_ASM514504v1_genomic	5259126	57.2	105	1.0000	1.0000	1.0	1.0	4	2968843	1	404101	3	4935	
GCF_0049243351_ASM492433v1_genomic	4776697	64.29	104	0.9905	1.0288	0.9918	1.0356	1	4776697	1	4776697	1	4632	
GCF_0056706051_ASM567060v1_genomic	5477923	66.66	105	1.0000	1.0286	1.0	1.039	27	389991	5	123954	13	5221	
GCF_0056706551_ASM567065v1_genomic	5771543	67.07	104	0.9905	1.0288	0.9918	1.0226	80	136801	12	45126	41	5559	
GCF_0056706751_ASM567067v1_genomic	6446208	68.26	105	1.0000	1.0286	1.0	1.0324	40	376480	6	120920	19	6304	
GCF_0056706951_ASM567069v1_genomic	6191633	66.35	105	1.0000	1.0286	1.0	1.0477	85	180243	11	56581	35	6002	
GCF_0058711851_ASM587118v1_genomic	3488419	52.54	104	0.9905	1.0096	0.9918	1.0169	14	476575	2	135698	6	3289	
GCF_0058623052_ASM586230v2_genomic	7533049	60.78	103	0.9810	1.0291	0.9813	1.0537	6	5030384	1	313895	4	7214	
GCF_0058769851_ASM587698v1_genomic	3673501	61.17	103	0.9810	1.0097	0.9802	1.0171	8	937707	2	286074	4	3458	
GCF_0059381151_ASM593811v1_genomic	5137412	68.45	105	1.0000	1.0190	1.0	1.0175	59	208470	7	56099	25	4895	
GCF_0062651151_ASM626511v1_genomic	3314558	69.75	104	0.9905	1.0096	0.9884	1.0153	7	1828008	1	196009	4	3023	
GCF_0063523951_ASM635239v1_genomic	2571450	69.93	105	1.0000	1.0286	1.0	1.0525	105	70437	13	17629	38	2383	
GCF_0063351451_ASM633514v1_genomic	6006051	59.0	105	1.0000	1.0286	1.0	1.0551	29	864686	2	207448	8	5701	
GCF_0060943151_ASM609431v1_genomic	8574389	66.59	105	1.0000	1.0286	1.0	1.0159	5	3396958	2	1187977	3	7750	
GCF_0064091251_ASM640912v1_genomic	5053525	64.06	105	1.0000	1.0286	1.0	1.0353	24	429662	4	140069	12	4944	
GCF_0064760651_ASM647606v1_genomic	2358757	70.8	105	1.0000	1.0190	1.0	1.0151	3	2342113	1	2342113	1	2210	
GCF_0064436851_ASM644368v1_genomic	4843317	61.09	104	0.9905	1.0096	0.9998	1.0255	16	2995531	1	166916	5	4630	
GCF_0065467352_ASM654673v2_genomic	4157136	68.54	104	0.9905	1.0192	0.9884	1.0256	347	21523	60	6077	205	3835	
GCF_0065385451_ASM653854v1_genomic	7006155	68.27	105	1.0000	1.0190	1.0	1.0159	143	112704	22	31522	69	5804	
GCF_0065467751_ASM654677v1_genomic	3491084	69.34	105	1.0000	1.0095	1.0	1.0151	156	41908	27	12307	85	3205	
GCF_0065396051_ASM653960v1_genomic	6563371	62.32	103	0.9810	1.0097	0.9813	1.0123	276	58055	32	15702	119	6210	
GCF_0065470451_ASM654704v1_genomic	3857091	66.56	105	1.0000	1.0190	1.0	1.0151	1	3857091	1	3857091	1	3379	
GCF_0067169051_ASM671690v1_genomic	4651394	63.2	104	0.9905	1.0288	0.9884	1.0177	6	1430447	2	489425	4	4308	
GCF_0069708651_ASM697086v1_genomic	4387497	64.35	103	0.9810	1.0291	0.9802	1.0204	1	4387497	1	4387497	1	4168	
GCF_0075567751_ASM755677v1_genomic	2596173	66.92	104	0.9905	1.0192	0.9918	1.0153	1	2596173	1	2596173	1	2468	
GCF_0070029851_ASM700298v1_genomic	7054120	59.91	105	1.0000	1.0667	1.0	1.0582	72	423091	7	114024	18	6625	
GCF_0070975451_ASM709754v1_genomic	6657033	64.7	105	1.0000	1.0286	1.0	1.0378	4	4294984	1	2294431	2	5904	
GCF_0074313451_ASM743134v1_genomic	5292479	60.79	105	1.0000	1.0000	1.0	1.0	1	5292479	1	5292479	1	4692	
GCF_0076552551_ASM765525v1_genomic	3577201	65.46	104	0.9905	1.0385	1.0	1.0271	50	160684	7	52121	24	3317	
GCF_0077950951_ASM779509v1_genomic	2917404	70.5	101	0.9619	1.0000	0.9085	1.0	1	2917404	1	2917404	1	2658	
GCF_0077142051_ASM771420v1_genomic	5769598	68.64	105	1.0000	1.0190	1.0	1.0355	436	35056	52	9282	170	5625	
GCF_0075568151_ASM755681v1_genomic	7627590	62.06	105	1.0000	1.0476	1.0	1.065	3	4485011	1	3016794	2	6729	
GCF_0078300351_ASM783003v1_genomic	3552091	66.08	105	1.0000	1.0095	1.0	1.0151	26	591234	3	95594	8	3237	
GCF_0078276951_ASM782769v1_genomic	6534206	61.16	103	0.9810	1.0291	0.9813	1.0597	68	242490	8	57734	26	6304	
GCF_0078301151_ASM783011v1_genomic	3359359	67.4	105	1.0000	1.0095	1.0	1.0151	28	240765	5	73331	14	3069	
GCF_0078275051_ASM782750v1_genomic	7295545	59.5	105	1.0000	1.0286	1.0	1.0338	3	4253754	1	834182	3	7151	
GCF_0078305351_ASM783053v1_genomic	3097646	65.32	102	0.9714	1.0098	0.9917	1.017	27	268681	4	55393	14	2799	
GCF_0078593051_ASM785930v1_genomic	3443522	71.84	105	1.0000	1.0190	1.0	1.0151	20	533732	3	113447	9	3003	
GCF_0079232551_ASM792325v1_genomic	3075563	71.28	105	1.0000	1.0286	1.0	1.0372	80	79436	13	21435	43	2886	
GCF_0078593251_ASM785932v1_genomic	3910508	69.32	105	1.0000	1.0190	1.0	1.0151	21	556920	3	164335	7	3373	
GCF_0080334451_ASM803344v1_genomic	2665201	71.68	105	1.0000	1.0095	1.0	1.0151	47	115949	8	54174	20	2473	
GCF_0079969851_ASM799698v1_genomic	3095207	65.38	102	0.9714	1.0098	0.9917	1.017	42	208741	6	54422	17	2805	
GCF_0079920951_ASM799209v1_genomic	4956527	61.15	104	0.9905	1.0000	0.9998	1.0	139	151263	10	32811	33	4716	
GCF_0079938151_ASM799381v1_genomic	5022177	64.9	103	0.9810	1.0000	0.9802	1.0	19	422994	4	196528	10	4553	
GCF_0080334551_ASM803345v1_genomic	3581422	72.18	105	1.0000	1.0095	1.0	1.0151	127	56941	20	13878	68	3267	
GCF_0082746551_ASM827465v1_genomic	2855702	68.01	101	0.9619	1.0198	0.929	1.043	301	16358	56	4977	180	2892	
GCF_0081197151_ASM811971v1_genomic	4820760	68.97	101	0.9619	1.0099	0.9609	1.0158	332	32708	49	8258	160	4123	
GCF_0083864651_ASM838646v1_genomic	2627730	69.77	105	1.0000	1.0095	1.0	1.0151	32	351484	4	62573	11	2452	
GCF_0083296451_ASM832964v1_genomic	5681602	70.45	105	1.0000	1.0190	1.0	1.0222	2	5637923	1	5637923	1	5374	
GCF_0086321251_ASM863212v1_genomic	5749937	67.86	105	1.0000	1.0286	1.0	1.0327	74	163605	11	44455	34	5025	
GCF_0087100351_ASM871003v1_genomic	4219193	67.12	105	1.0000	1.0190	1.0	1.0151	53	142978	10	39891	33	3721	
GCF_0088013851_ASM880138v1_genomic	5500217	59.35	105	1.0000	1.0000	1.0	1.0	27	480729	4	194884	10	5233	
GCF_0083699351_ASM836993v1_genomic	10914015	62.19	105	1.0000	1.0381	1.0	1.0342	158	195959	17	43896	62	10179	
GCF_0088014051_ASM880140v1_genomic	5723831	63.7	105	1.0000	1.0381	1.0	1.0435	15	3535844	1	542711	3	5309	
GCF_0088015751_ASM880157v1_genomic	5353039	64.37	105	1.0000	1.0190	1.0	1.0151	314	70530	24	13099	92	4968	
GCF_0088019151_ASM880191v1_genomic	5792089	67.36	105	1.0000	1.0286	1.0	1.0327	115	184543	9	49778	30	5239	
GCF_0088018351_ASM880183v1_genomic	6415608	63.79	105	1.0000	1.0571	1.0	1.0458	111	148461	12	43224	43	5919	
GCF_0088019351_ASM880193v1_genomic	3510398	59.56	104	0.9905	1.0096	0.9884	1.0008	37	328890	4	63783	15	3250	
GCF_0088021151_ASM880211v1_genomic	6834211	66.49	105	1.0000	1.0286	1.0	1.0352	1524	8291	205	1948	858	7187	
GCF_0088019252_ASM880192v2_genomic	8942610	65.03	105	1.0000	1.0571	1.0	1.0671	8	4566734	1	425364	3	8087	
GCF_0088021351_ASM880213v1_genomic	7103502	66.81	105	1.0000	1.0190	1.0	1.0159	291	51591	42	14267	141	6477	
GCF_0088021251_ASM880212v1_genomic	8125942	66.93	105	1.0000	1.0190	1.0	1.0159	397	95103	26	24951	94	7285	
GCF_0089322451_ASM893224v1_genomic	6128433	62.24	104	0.9905	1.0096	0.9814	1.026	3	3690234	1	1981775	2	5743	
GCF_0088021451_ASM880214v1_genomic	7111827	66.23	105	1.0000	1.0190	1.0	1.0159	520	29322	67	7672	246	6739	
GCF_0091928751_ASM919287v1_genomic	5335599	69.45	105	1.0000	1.0286	1.0	1.0343	56	206388	8	53087	26	5174	
GCF_0091929451_ASM919294v1_genomic	5196983	66.17	104	0.9905	1.0096	0.9853	1.0154	141	77591	19	24277	62	4325	
GCF_0094556251_ASM945562v1_genomic	4098182	58.72	104	0.9905	1.0096	1.0	1.0151	2	3175376	1	922806	2	3539	
GCF_0093627851_ASM936278v1_genomic	8951596	62.94	105	1.0000	1.0286	1.0	1.0159	246	188677	14	23469	58	8389	
GCF_0094556851_ASM945568v1_genomic	4125700	59.24	104	0.9905	1.0096	0.9918	1.0153	2	3295139	1	830561	2	3629	
GCF_0093627351_ASM936273v1_genomic	10047340	62.25	105	1.0000	1.0762	1.0	1.0666	259	135516	22	21066	97	9577	
GCF_0094556351_ASM945563v1_genomic	8721420	61.63	105	1.0000	1.0571	1.0	1.1018	2	4816966	1	3904454	2	7735	
GCF_0094984751_ASM949847v1_genomic	5817773	59.22	105	1.0000	1.0000	1.0	1.0	47	270595	6	102670	18	5556	
GCF_0095999351_ASM959993v1_genomic	7161183	60.97	103	0.9810	1.0291	0.9813	1.0597	221	155931	14	16207	63	7021	
GCF_0096014051_ASM960140v1_genomic	7152016	62.15	103	0.9810	1.0097	0.9813	1.0123	255	74219	28	13721	110	6823	
GCF_0096175851_ASM961758v1_genomic	6114623	58.76	105	1.0000	1.0286	1.0	1.0598	51	345671	7	159575	16	5939	
GCF_0096463351_ASM964633v1_genomic	4605942	63.51	104	0.9905	1.0288	0.9884	1.0514	43	206809	8	66998	22	4195	
GCF_0097403951_ASM974039v1_genomic	3385676	66.36	105	1.0000	1.0190	1.0	1.0151	8	783709	2	279551	5	3236	
GCF_0096497851_ASM964978v1_genomic	5672268	58.52	104	0.9905	1.0096	0.978	1.0214	63	183415	10	55358	32	5341	
GCF_0097651651_ASM976516v1_genomic	3879713	67.54	105	1.0000	1.0095	1.0	1.0151	2	3731398	1	3731398	1	3557	
GCF_0097414451_ASM974144v1_genomic	4956929	69.28	105	1.0000	1.0190	1.0	1.0352	1	4956929	1	4956929	1	4593	
GCF_0097652151_ASM976521v1_genomic	4127215	66.46	105	1.0000	1.0000	1.0	1.0	48	420681	3	121390	10	3728	
GCF_0096909051_ASM969090v1_genomic	10085209	61.35	105	1.0000	1.0381	1.0	1.048	385	84344	43	19312	142	9443	
GCF_0097691651_ASM976916v1_genomic	4963026	68.03	105	1.0000	1.0095	1.0	1.0151	2	4918645	1	4918645	1	4199	
GCF_0097927951_ASM979279v1_genomic	2714881	66.79	105	1.0000	1.0000	1.0	1.0	19	720016	2	152169	5	2495	
GCF_0097896551_ASM978965v1_genomic	7804892	64.33	105	1.0000	1.0286	1.0	1.0159	4	2192838	2	1103815	4	6972	
GCF_0098268551_ASM982685v1_genomic	4735477	64.52	104	0.9905	1.0192	0.9998	1.0288	101	166671	8	33635	29	4543	
GCF_0097896751_ASM978967v1_genomic	7945061	65.39	105	1.0000	1.0190	1.0	1.0159	5	1829290	2	1253746	4	6938	
GCF_0098270551_ASM982705v1_genomic	6349068	62.9	104	0.9905	1.0192	0.9998	1.0376	42	525742	5	112123	13	6009	
GCF_0100931351_ASM1009313v1_genomic	3043271	72.07	105	1.0000	1.0095	1.0	1.0151	160	39985	27	10102	85	2849	
GCF_0100931651_ASM1009316v1_genomic	3536931	70.63	105	1.0000	1.0095	1.0	1.0151	141	175195	6	47187	20	3100	
GCF_0099362351_ASM993623v1_genomic	4917655	65.91	104	0.9905	1.0385	0.9998	1.0606	1	4917655	1	4917655	1	4907	
GCF_0100931851_ASM1009318v1_genomic	3786962	70.36	105	1.0000	1.0095	1.0	1.0151	149	121587	11	33125	32	3462	
GCF_0100932051_ASM1009320v1_genomic	3562529	68.89	105	1.0000	1.0095	1.0	1.0151	37	227294	6	87567	16	3172	
GCF_0100932251_ASM1009322v1_genomic	3049664	70.16	105	1.0000	1.0095	1.0	1.0151	93	60800	16	19621	49	2731	
GCF_0100932351_ASM1009323v1_genomic	3428061	70.36	105	1.0000	1.0095	1.0	1.0151	66	104754	13	32289	34	3117	
GCF_0100933051_ASM1009330v1_genomic	4036284	64.3	105	1.0000	1.0190	1.0	1.0152	44	165077	8	68539	22	3597	
GCF_0100933451_ASM1009334v1_genomic	3937172	65.11	105	1.0000	1.0095	1.0	1.0151	28	610842	2	113331	8	3406	
GCF_0100933251_ASM1009332v1_genomic	4684280	65.75	104	0.9905	1.0192	0.9884	1.0153	82	149132	10	44936	31	4031	
GCF_0100933851_ASM1009338v1_genomic	3965100	67.4	104	0.9905	1.0288	0.9884	1.0357	115	63753	21	19091	66	3754	
GCF_0100934451_ASM1009344v1_genomic	4075313	67.3	104	0.9905	1.0192	0.9884	1.0153	74	108688	11	47712	31	3717	
GCF_0102117451_ASM1021174v1_genomic	3031349	65.89	105	1.0000	1.0190	1.0	1.0352	160	478688	3	223105	6	2803	
GCF_0101196151_ASM1011961v1_genomic	3430976	65.46	105	1.0000	1.0190	1.0	1.0152	50	332530	4	145969	10	3126	
GCF_0102117551_ASM1021175v1_genomic	3288871	68.67	105	1.0000	1.0095	1.0	1.0151	76	105206	11	36198	31	2969	
GCF_0100934951_ASM1009349v1_genomic	4837841	68.09	105	1.0000	1.0095	1.0	1.0131	260	46656	35	11784	108	4746	
GCF_0102117651_ASM1021176v1_genomic	3764950	69.69	105	1.0000	1.0190	1.0	1.0289	85	199653	6	61771	18	3459	
GCF_0106691451_ASM1066914v1_genomic	5858741	59.27	102	0.9714	1.0196	0.9698	1.0435	9	3195345	1	339368	3	5892	
GCF_0107229951_ASM1072299v1_genomic	6838280	67.68	103	0.9810	1.0291	0.9916	1.0346	4	6743693	1	6743693	1	6600	
GCF_0107229151_ASM1072291v1_genomic	7297392	66.43	105	1.0000	1.0286	1.0	1.0201	4	6077648	1	593535	2	7262	
GCF_0107231351_ASM1072313v1_genomic	6014391	66.01	105	1.0000	1.0095	1.0	1.022	5	1757028	2	888338	3	5743	
GCF_0107232251_ASM1072322v1_genomic	4611963	68.67	105	1.0000	1.0857	1.0	1.0158	3	2700447	1	1599613	2	4312	
GCF_0107233051_ASM1072330v1_genomic	4335050	65.66	104	0.9905	1.0096	0.9918	1.0221	4	2188254	1	2080852	2	4103	
GCF_0107254851_ASM1072548v1_genomic	6044196	68.39	104	0.9905	1.0288	0.9918	1.0346	1	6044196	1	6044196	1	5713	
GCF_0107257251_ASM1072572v1_genomic	5484749	67.52	104	0.9905	1.0096	0.9998	1.0167	1	5484749	1	5484749	1	5338	
GCF_0107234151_ASM1072341v1_genomic	7218455	66.87	105	1.0000	1.0000	1.0	1.0	5	6719917	1	6719917	1	6528	
GCF_0107258851_ASM1072588v1_genomic	6328149	67.91	103	0.9810	1.0291	0.9916	1.0346	1	6328149	1	6328149	1	6053	
GCF_0107265051_ASM1072650v1_genomic	4458926	68.58	105	1.0000	1.0095	1.0	1.0176	1	4458926	1	4458926	1	4182	
GCF_0107262451_ASM1072624v1_genomic	5925482	66.75	104	0.9905	1.0192	0.9918	1.0224	1	5925482	1	5925482	1	5676	
GCF_0107260851_ASM1072608v1_genomic	6225779	66.01	105	1.0000	1.0095	1.0	1.0207	1	6225779	1	6225779	1	6105	
GCF_0107266451_ASM1072664v1_genomic	5657388	68.29	105	1.0000	1.0190	1.0	1.0222	1	5657388	1	5657388	1	5394	
GCF_0107269551_ASM1072695v1_genomic	4156821	70.37	104	0.9905	1.0385	0.9918	1.072	1	4156821	1	4156821	1	3952	
GCF_0107271251_ASM1072712v1_genomic	4566186	68.44	104	0.9905	1.0000	0.9918	1.0	1	4566186	1	4566186	1	4244	
GCF_0107273251_ASM1072732v1_genomic	6016846	66.11	105	1.0000	1.0762	1.0	1.0575	2	5712683	1	5712683	1	5804	
GCF_0107276051_ASM1072760v1_genomic	5788994	66.22	104	0.9905	1.0192	0.9918	1.0224	1	5788994	1	5788994	1	5391	
GCF_0107277251_ASM1072772v1_genomic	5482061	68.88	104	0.9905	1.0288	0.9918	1.0366	1	5482061	1	5482061	1	5196	
GCF_0107274751_ASM1072747v1_genomic	8006721	66.92	104	0.9905	1.0481	0.9918	1.0617	1	8006721	1	8006721	1	7752	
GCF_0107279451_ASM1072794v1_genomic	5318517	65.98	105	1.0000	1.0190	1.0	1.0217	1	5318517	1	5318517	1	4975	
GCF_0107281551_ASM1072815v1_genomic	4029398	67.51	104	0.9905	1.0385	0.9998	1.0525	1	4029398	1	4029398	1	3925	
GCF_0107285251_ASM1072852v1_genomic	5973149	65.53	104	0.9905	1.0288	0.9918	1.0418	1	5973149	1	5973149	1	6037	
GCF_0107283251_ASM1072832v1_genomic	5929171	68.04	104	0.9905	1.0192	0.9998	1.0222	2	5712830	1	5712830	1	5636	
GCF_0107287251_ASM1072872v1_genomic	5979623	66.49	105	1.0000	1.0095	1.0	1.0131	2	5115366	1	864257	2	5822	
GCF_0107289251_ASM1072892v1_genomic	5964999	65.66	105	1.0000	1.0095	1.0	1.0167	1	5964999	1	5964999	1	5914	
GCF_0107291051_ASM1072910v1_genomic	6008916	68.28	105	1.0000	1.0190	1.0	1.0222	1	6008916	1	6008916	1	5627	
GCF_0107294851_ASM1072948v1_genomic	4396654	68.51	105	1.0000	1.0190	1.0	1.0496	1	4396654	1	4396654	1	4064	
GCF_0107293051_ASM1072930v1_genomic	5732362	68.75	104	0.9905	1.0000	0.9998	1.0	1	5732362	1	5732362	1	5510	
GCF_0107296651_ASM1072966v1_genomic	5940375	69.14	105	1.0000	1.0571	1.0	1.0848	2	5712088	1	5712088	1	5625	
GCF_0107300551_ASM1073005v1_genomic	4504020	67.79	104	0.9905	1.0096	0.9918	1.0222	1	4504020	1	4504020	1	4081	
GCF_0107298951_ASM1072989v1_genomic	5876557	67.49	104	0.9905	1.0096	0.9918	1.0132	1	5876557	1	5876557	1	5509	
GCF_0107301951_ASM1073019v1_genomic	6237139	67.39	105	1.0000	1.0000	1.0	1.0	1	6237139	1	6237139	1	5706	
GCF_0107303551_ASM1073035v1_genomic	6219859	66.38	105	1.0000	1.0190	1.0	1.0222	1	6219859	1	6219859	1	5871	
GCF_0107307451_ASM1073074v1_genomic	5050576	67.94	105	1.0000	1.0381	1.0	1.0455	1	5050576	1	5050576	1	4668	
GCF_0107305751_ASM1073057v1_genomic	5952912	68.39	105	1.0000	1.0190	1.0	1.0208	1	5952912	1	5952912	1	5499	
GCF_0107311151_ASM1073111v1_genomic	5853197	67.05	104	0.9905	1.0192	0.9918	1.0224	1	5853197	1	5853197	1	5631	
GCF_0107309551_ASM1073095v1_genomic	6321928	66.33	104	0.9905	1.0385	0.9998	1.0477	2	6055481	1	6055481	1	6154	
GCF_0107315351_ASM1073153v1_genomic	5092988	66.95	105	1.0000	1.0000	1.0	1.0	1	5092988	1	5092988	1	4768	
GCF_0107312951_ASM1073129v1_genomic	6585921	66.83	104	0.9905	1.0288	0.9918	1.0393	2	6563937	1	6563937	1	6301	
GCF_0107316151_ASM1073161v1_genomic	4577045	68.82	105	1.0000	1.0190	1.0	1.0222	1	4577045	1	4577045	1	4267	
GCF_0107315751_ASM1073157v1_genomic	6042466	68.41	104	0.9905	1.0096	0.9998	1.0167	1	6042466	1	6042466	1	5809	
GCF_0107315951_ASM1073159v1_genomic	5531300	68.29	105	1.0000	1.0000	1.0	1.0	1	5531300	1	5531300	1	5122	
GCF_0107316351_ASM1073163v1_genomic	4779798	65.76	105	1.0000	1.0000	1.0	1.0	1	4779798	1	4779798	1	4579	
GCF_0107316951_ASM1073169v1_genomic	5579510	68.92	104	0.9905	1.0288	0.9998	1.0386	1	5579510	1	5579510	1	5349	
GCF_0107316551_ASM1073165v1_genomic	6085955	67.9	104	0.9905	1.0000	0.9918	1.0	1	6085955	1	6085955	1	5701	
GCF_0107316751_ASM1073167v1_genomic	5505821	67.71	105	1.0000	1.0571	1.0	1.048	2	5487849	1	5487849	1	5091	
GCF_0107317151_ASM1073171v1_genomic	6210822	65.96	105	1.0000	1.0286	1.0	1.0374	1	6210822	1	6210822	1	6122	
GCF_0107317551_ASM1073175v1_genomic	4224047	67.1	103	0.9810	1.0291	0.9916	1.0446	1	4224047	1	4224047	1	3897	
GCF_0107317951_ASM1073179v1_genomic	5024249	66.88	105	1.0000	1.0095	1.0	1.0167	1	5024249	1	5024249	1	4860	
GCF_0107317751_ASM1073177v1_genomic	6185541	66.88	104	0.9905	1.0192	0.9918	1.0132	1	6185541	1	6185541	1	5765	
GCF_0107318152_ASM1073181v2_genomic	6451210	68.34	105	1.0000	1.0571	1.0	1.0717	2	6017160	1	6017160	1	6145	
GCF_0107318551_ASM1073185v1_genomic	5696751	67.1	105	1.0000	1.0190	1.0	1.0222	1	5696751	1	5696751	1	5354	
GCF_0107318751_ASM1073187v1_genomic	4828255	65.95	105	1.0000	1.0190	1.0	1.0222	1	4828255	1	4828255	1	4848	
GCF_0107318951_ASM1073189v1_genomic	6400811	65.82	104	0.9905	1.0288	0.9998	1.0354	1	6400811	1	6400811	1	6038	
GCF_0110451551_ASM1104515v1_genomic	5118252	60.48	104	0.9905	1.0192	0.9814	1.0239	25	726499	3	140999	10	4835	
GCF_0110462451_ASM1104624v1_genomic	5375550	61.84	104	0.9905	1.0000	0.9998	1.0	5	3646231	1	1272887	2	5054	
GCF_0107319351_ASM1073193v1_genomic	5527834	68.08	105	1.0000	1.0190	1.0	1.0222	1	5527834	1	5527834	1	5198	
GCF_0113200951_ASM1132009v1_genomic	2860800	68.21	105	1.0000	1.0095	1.0	1.021	121	84537	8	18498	36	2579	
GCF_0110468951_ASM1104689v1_genomic	4984090	57.96	103	0.9810	1.0097	0.9905	1.0225	6	3375736	1	1207714	2	4630	
GCF_0118014751_ASM1180147v1_genomic	2607257	51.78	104	0.9905	1.0000	0.9999	1.0	2	2565504	1	2565504	1	2529	
GCF_0117588051_ASM1175880v1_genomic	6408998	66.97	102	0.9714	1.0294	0.9564	1.0478	6	3695880	1	468656	4	6220	
GCF_0121844151_ASM1218441v1_genomic	5263905	69.02	104	0.9905	1.0288	0.9884	1.0353	24	428289	4	183456	11	5026	
GCF_0123491151_ASM1234911v1_genomic	7707911	60.74	103	0.9810	1.0194	0.9813	1.0337	154	122401	18	42846	58	7449	
GCF_0125845151_ASM1258451v1_genomic	3837686	52.08	104	0.9905	1.0385	0.9884	1.0257	1	3837686	1	3837686	1	3475	
GCF_0128444552_ASM1284445v2_genomic	4723146	58.85	104	0.9905	1.0288	0.9884	1.0009	67	228526	8	52775	22	4367	
GCF_0123964251_ASM1239642v1_genomic	6891400	66.73	105	1.0000	1.0381	1.0	1.039	34	458114	6	169823	16	6573	
GCF_0128481751_ASM1284817v1_genomic	4955824	65.68	105	1.0000	1.0190	1.0	1.0151	1	4955824	1	4955824	1	4078	
GCF_0130046151_ASM1300461v1_genomic	5761323	67.43	105	1.0000	1.0286	1.0	1.0327	123	91469	19	27142	62	5261	
GCF_0130046451_ASM1300464v1_genomic	4573818	66.33	105	1.0000	1.0286	1.0	1.0253	29	310943	5	68223	15	4140	
GCF_0130875151_ASM1308751v1_genomic	7500905	60.83	103	0.9810	1.0291	0.9813	1.0337	88	279290	11	59231	35	7207	
GCF_0130876051_ASM1308760v1_genomic	7498874	60.68	103	0.9810	1.0194	0.9813	1.0404	90	304730	9	61926	32	7223	
GCF_0131122351_ASM1311223v1_genomic	5034532	64.91	105	1.0000	1.0286	1.0	1.0361	3	4914073	1	4914073	1	4225	
GCF_0130876251_ASM1308762v1_genomic	6590079	61.09	104	0.9905	1.0192	0.9814	1.0337	19	1103996	3	274939	7	6317	
GCF_0131774351_ASM1317743v1_genomic	2824877	53.26	105	1.0000	1.0000	1.0	1.0	1	2824877	1	2824877	1	2789	
GCF_0131555451_ASM1315554v1_genomic	5637765	65.1	104	0.9905	1.0288	0.9884	1.0221	51	294459	8	98667	22	5511	
GCF_0131859151_ASM1318591v1_genomic	4408774	66.47	105	1.0000	1.0286	1.0	1.0361	12	2475248	1	384858	4	3941	
GCF_0132831951_ASM1328319v1_genomic	7073540	61.75	104	0.9905	1.0192	0.9998	1.0331	20	1461079	2	448361	5	6562	
GCF_0132836651_ASM1328366v1_genomic	6897201	62.09	105	1.0000	1.0190	1.0	1.0252	5	3711528	1	515360	3	6466	
GCF_0132836451_ASM1328364v1_genomic	7427611	61.23	104	0.9905	1.0096	0.9998	1.0255	67	1137413	3	115907	11	7030	
GCF_0133637551_ASM1336375v1_genomic	5025439	66.31	103	0.9810	1.0194	0.9802	1.0396	3	4206721	1	642987	2	4482	
GCF_0133663751_ASM1336637v1_genomic	5575653	69.85	104	0.9905	1.0192	0.9884	1.0169	41	368166	5	92696	15	5083	
GCF_0133784451_ASM1337844v1_genomic	5605128	63.08	105	1.0000	1.0190	1.0	1.0356	78	314294	7	67765	22	5262	
GCF_0133874651_ASM1338746v1_genomic	5633231	65.53	105	1.0000	1.0190	1.0	1.0207	28	427742	4	165864	13	5382	
GCF_0134038751_ASM1340387v1_genomic	5823327	66.58	105	1.0000	1.0381	1.0	1.029	89	188772	11	73697	29	5255	
GCF_0133669251_ASM1336692v1_genomic	9492390	62.79	105	1.0000	1.0667	1.0	1.0633	4	6823646	1	855103	3	8721	
GCF_0141172151_ASM1411721v1_genomic	4335669	65.61	104	0.9905	1.0288	0.9918	1.0376	25	313801	4	101078	13	3810	
GCF_0134882251_ASM1348822v1_genomic	7141863	61.45	104	0.9905	1.0096	0.9998	1.0101	4	4316340	1	455676	3	6613	
GCF_0141266151_ASM1412661v1_genomic	5043386	62.8	104	0.9905	1.0192	0.9998	1.0403	2	3661327	1	1382059	2	4886	
GCF_0141453251_ASM1414532v1_genomic	3640479	69.41	105	1.0000	1.0095	1.0	1.0151	54	172446	8	73956	20	3291	
GCF_0141453951_ASM1414539v1_genomic	3165626	68.76	105	1.0000	1.0095	1.0	1.0151	16	346046	4	185752	9	2812	
GCF_0141385651_ASM1413856v1_genomic	7524529	60.54	103	0.9810	1.0291	0.9813	1.0457	51	481052	5	141106	16	7301	
GCF_0141915051_ASM1419150v1_genomic	4762199	62.2	103	0.9810	1.0388	0.9916	1.0481	11	1120090	2	432473	4	4592	
GCF_0141965051_ASM1419650v1_genomic	5179475	62.3	105	1.0000	1.0571	1.0	1.0778	68	210483	6	32658	25	4970	
